Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
Porsche,M4 Competition,2011,USA,salvage,4,431,992,2368,284,5.4,Electric,RWD,Manual,11.2,318,319550,136662,Low,1,4,High,6741,100000,12.67467216,11.82527332,
McLaren,720S,2017,USA,salvage,6.1,767,507,2058,295,2.2,Petrol,RWD,Manual,13.9,380,458021,218824,High,2,3,High,907,50,13.0346725,12.2960276,
Lamborghini,Chiron,2011,Europe,new,6.8,1128,1013,1757,238,2.7,Petrol,FWD,DCT,8.7,339,301950,233030,Low,1,4,Low,6557,100000,12.61802003,12.35892677,
Lamborghini,Huracan,1999,Europe,used,3,301,886,2499,378,2.2,Petrol,AWD,Manual,13.3,201,398913,29251,Low,3,2,High,10108,20000,12.89650113,10.28370323,RS
Ferrari,488 GTB,1981,Asia,used,7.4,192,1542,1685,298,6.9,Petrol,FWD,Automatic,5.3,139,299015,163986,Low,2,1,Medium,6307,5000,12.60825236,12.00754244,
Bugatti,Mustang GT,1999,Europe,new,2.1,901,1151,1440,265,4.5,Petrol,FWD,DCT,13.5,192,406804,193799,Low,2,1,Medium,4663,5000,12.91608923,12.17458198,
McLaren,488 GTB,1997,Asia,new,7.4,145,1660,1386,285,4.3,Petrol,RWD,DCT,6.1,290,203644,146206,Medium,3,1,High,8611,5000,12.22413356,11.8927787,
BMW,720S,1980,USA,new,2.6,820,569,1471,336,6.8,Diesel,AWD,Automatic,8.2,110,132450,12045,High,4,3,Low,4236,50,11.79396804,9.396487934,
Lamborghini,Huracan,2008,Asia,used,3.8,971,1619,2409,169,4.5,Petrol,FWD,Automatic,10.1,287,355293,146460,High,4,3,Low,12631,20000,12.78070089,11.89451446,Track Edition
Porsche,720S,2008,Europe,new,5.5,1254,461,2489,231,4.6,Petrol,FWD,CVT,11.5,291,206837,130184,High,1,3,Medium,14475,200,12.23969116,11.77671179,
Nissan,Corvette Z06,1998,Asia,used,7.4,1329,1216,1739,266,6.9,Diesel,FWD,Automatic,14.5,345,428331,179812,High,3,1,Low,3338,20000,12.96765387,12.0996727,Nismo
Nissan,Corvette Z06,2023,Asia,used,3.2,1346,979,1560,360,2.6,Electric,FWD,CVT,8.1,231,472818,240453,Low,3,4,High,14170,1000,13.06646793,12.39028408,
McLaren,Mustang GT,2019,USA,used,6.5,1028,240,1304,393,6.9,Diesel,AWD,DCT,5.9,429,424614,242409,Low,2,3,Low,11842,100000,12.95893815,12.39838579,V-Spec
Bugatti,Chiron,1985,Asia,new,6.1,1426,421,2493,216,2.8,Petrol,RWD,Manual,9.6,409,375903,163259,High,1,3,Low,9036,200,12.83708907,12.0030993,Nismo
Bugatti,GT-R,2023,Europe,new,2.6,1062,1080,2356,332,4.4,Diesel,RWD,Manual,8.5,435,150006,228699,Low,4,2,Medium,5296,1000,11.91843724,12.34016638,RS
Aston Martin,911 Turbo S,2018,Asia,new,4.7,304,1003,2471,211,3.7,Petrol,FWD,CVT,11,155,115094,36652,Low,2,3,High,6763,5000,11.65351315,10.50925056,
Ford,M4 Competition,1987,Asia,new,4.7,1387,1000,1556,379,6.8,Diesel,AWD,Manual,14.2,449,57751,197961,High,2,3,Medium,3422,20000,10.96391326,12.19583037,V-Spec
Lamborghini,720S,2003,Asia,used,3.5,1369,353,2173,167,4.4,Electric,AWD,Manual,11.4,143,163738,21557,Low,2,1,Low,11773,100000,12.00602898,9.978502256,
Bugatti,M4 Competition,1999,Europe,used,6.6,546,185,2003,240,2.1,Petrol,FWD,DCT,10.8,308,316694,69420,High,2,1,Medium,5177,200,12.66569444,11.14794469,
Porsche,Mustang GT,1993,Asia,new,7.5,580,349,1848,356,3.1,Diesel,AWD,CVT,7.5,360,112492,140034,Medium,4,2,Low,10983,5000,11.63064628,11.84964767,
McLaren,M4 Competition,1984,Europe,restored,6.2,965,1041,914,259,4.2,Diesel,FWD,Automatic,7.6,294,167732,34891,Medium,3,1,Medium,3887,20000,12.03012871,10.46001286,
BMW,M4 Competition,2020,Asia,new,7.8,409,1686,1874,205,5.4,Diesel,RWD,Manual,9.4,179,477293,76067,Low,4,4,Low,4432,5000,13.07588793,11.23938296,
Aston Martin,488 GTB,2019,USA,new,1.9,373,170,1963,234,4.8,Petrol,RWD,DCT,13.9,167,488643,128650,Medium,1,4,Medium,12231,1000,13.09938949,11.76485859,
Chevrolet,Huracan,2013,USA,used,1.8,804,778,2004,299,6.2,Diesel,RWD,DCT,10.8,236,192529,114120,Low,4,1,Low,4404,100000,12.16800726,11.64501457,
Ferrari,Chiron,1995,USA,new,7.3,275,1750,2433,157,6.1,Petrol,FWD,Manual,9.9,103,443302,167301,High,3,3,High,1993,1000,13.00200879,12.02755584,
BMW,911 Turbo S,2024,Europe,used,7.3,1220,1472,1206,288,5,Petrol,FWD,Automatic,10.4,440,312940,226251,High,4,2,Medium,12588,5000,12.65376995,12.3294047,Turbo
Chevrolet,Huracan,1986,Europe,used,2.3,232,506,1604,256,4.9,Electric,RWD,Automatic,13.3,216,391106,83693,Medium,4,3,Low,8290,1000,12.87673646,11.33492257,Track Edition
Nissan,488 GTB,1995,Europe,used,3.9,439,1181,1296,161,3.4,Electric,FWD,CVT,11.8,194,35740,240244,Low,2,3,Low,5834,100000,10.48405377,12.38941451,
Ferrari,M4 Competition,1986,Asia,new,6.9,246,872,1577,325,6.8,Diesel,AWD,CVT,14.3,308,260304,94248,Low,2,2,High,973,100000,12.4696093,11.4536955,
Lamborghini,911 Turbo S,2006,Europe,new,2.4,892,1316,1869,252,2.4,Petrol,RWD,CVT,10.8,115,408472,177991,Medium,2,1,Low,7169,5000,12.9201811,12.08949388,Turbo
Porsche,488 GTB,1993,Europe,new,3.3,1474,612,1764,212,4,Diesel,AWD,DCT,7,210,146090,16296,Low,3,2,Medium,7447,100000,11.89198499,9.698736321,
Ferrari,488 GTB,1993,Europe,salvage,6,867,1598,2127,176,5.3,Petrol,AWD,Automatic,5.2,425,484114,181964,Medium,4,4,High,7922,20000,13.09007776,12.11156964,
Ford,488 GTB,2023,Europe,new,7.9,316,160,1110,184,6.7,Petrol,FWD,CVT,8.2,321,273798,151997,Medium,4,3,Medium,1779,5000,12.52014954,11.93162264,
Chevrolet,Corvette Z06,2012,USA,new,6.7,914,1065,1298,279,4.5,Diesel,FWD,DCT,5.6,370,23928,227434,Medium,3,4,Medium,1343,1000,10.08284639,12.33461976,
Lamborghini,911 Turbo S,2012,Asia,used,6.6,836,1272,2296,376,6.5,Petrol,RWD,Automatic,9.1,258,47117,180616,Medium,1,2,Low,4098,5000,10.76041037,12.10413405,
Ford,488 GTB,2023,USA,used,3.8,1005,1197,2312,372,2.5,Diesel,FWD,Manual,6.9,193,335750,113767,High,1,1,Low,5412,20000,12.72412509,11.64191657,
Nissan,GT-R,1999,Asia,used,5.8,925,205,1157,285,4.7,Petrol,FWD,CVT,9,435,360218,222857,Medium,4,2,Medium,6467,1000,12.79446746,12.31429008,Turbo
Ford,M4 Competition,2015,Asia,salvage,2.3,602,1412,1014,169,3.6,Diesel,AWD,CVT,9,399,170295,147496,Low,2,4,Low,8635,1000,12.04529338,11.90156312,
Aston Martin,911 Turbo S,1986,USA,new,8,685,415,1233,157,6,Diesel,FWD,Automatic,7.8,263,216885,117658,High,3,4,Medium,5791,20000,12.28712715,11.67554589,
Aston Martin,Corvette Z06,2011,Europe,new,4.7,811,1164,1248,340,4.2,Electric,RWD,Manual,11.5,395,351946,40628,Medium,3,3,Low,8677,20000,12.77123588,10.61223738,RS
McLaren,720S,1982,USA,new,5.7,223,1358,1132,217,4.4,Electric,FWD,Manual,9.3,418,328402,193539,Low,2,3,Medium,5441,5000,12.70199679,12.17323949,
BMW,720S,2018,Asia,new,7.2,865,544,2432,308,2.3,Petrol,RWD,DCT,13.9,354,250895,231433,Low,2,3,Low,12405,100000,12.43279379,12.35205001,GT
BMW,Chiron,2008,Asia,used,1.6,919,308,1348,396,4.2,Diesel,AWD,CVT,5.8,418,403664,148016,High,2,3,High,13162,5000,12.90834061,11.90508241,
Lamborghini,DBS,2003,Europe,new,7.8,167,280,2000,309,2.4,Diesel,AWD,Manual,9.1,372,80793,209993,Low,4,1,Medium,12223,100000,11.29965798,12.25483424,RS
Nissan,GT-R,2001,USA,used,3.9,911,832,1727,290,3.5,Diesel,AWD,DCT,12.8,137,270231,206895,High,2,2,Low,1074,1000,12.50703613,12.23997153,
Bugatti,720S,1985,Asia,new,3.8,611,1684,1507,235,2.6,Diesel,RWD,CVT,9.9,281,245557,107670,High,3,2,High,8971,20000,12.41128845,11.58683556,
Aston Martin,Corvette Z06,2003,USA,new,2.5,240,500,997,175,3.7,Diesel,AWD,CVT,14.7,286,489326,58979,Low,2,2,Medium,1267,100000,13.10078626,10.98495368,Track Edition
Lamborghini,DBS,2019,Europe,used,7.1,539,363,1467,230,3.1,Petrol,AWD,CVT,6.7,124,205361,186856,Low,1,1,High,4085,100000,12.23252955,12.1380989,
Bugatti,488 GTB,2002,Europe,new,7.2,1321,302,1361,306,3.4,Electric,FWD,CVT,8.2,432,272203,105864,High,4,2,High,5189,5000,12.51430706,11.56991998,
BMW,488 GTB,2017,Asia,used,1.7,526,663,1399,368,2.7,Diesel,RWD,Manual,6.2,241,204428,143809,High,2,2,High,7543,200,12.22797601,11.87624826,Sport
McLaren,Mustang GT,1989,Europe,salvage,2,1280,898,1530,269,4.2,Diesel,AWD,Manual,7.5,223,185305,193298,Low,2,1,High,9295,100000,12.12976379,12.17199349,
Ford,M4 Competition,1995,Asia,used,7.5,171,1067,1961,363,4.5,Diesel,FWD,Manual,11.7,124,381527,195271,Low,4,3,Medium,3276,20000,12.85193952,12.18214874,
Aston Martin,DBS,1990,Asia,new,2.4,170,1691,2281,167,6.2,Petrol,FWD,Automatic,9.9,390,193795,56025,Low,2,3,Medium,7067,100000,12.17456134,10.93357115,
Lamborghini,M4 Competition,2011,Europe,salvage,5.6,528,212,2165,218,4.7,Electric,AWD,Automatic,6.6,434,363113,19069,Low,1,1,Medium,11258,20000,12.80247211,9.855871699,GT
Ferrari,Corvette Z06,2024,Europe,new,5.6,311,487,1974,289,3.1,Electric,RWD,CVT,9.7,274,403467,183986,Medium,3,1,Low,2016,5000,12.90785246,12.12262038,
Bugatti,GT-R,1985,USA,restored,7.2,1334,278,2348,279,5.7,Diesel,AWD,Manual,13.5,331,475256,6371,High,1,3,High,11243,200,13.07161099,8.759668671,
Ford,DBS,2003,USA,new,5.3,873,517,1026,319,3.5,Petrol,FWD,DCT,9.4,244,143768,2314,High,1,1,Low,14271,200,11.87596312,7.747164967,
Aston Martin,720S,2012,Asia,new,4.4,847,1323,2026,284,5.8,Electric,RWD,Manual,5.1,444,405155,232706,High,3,2,High,8240,20000,12.91202746,12.35753543,
BMW,GT-R,1991,USA,salvage,7.8,593,557,1376,196,3.9,Electric,FWD,DCT,5.5,122,182597,134907,Low,1,4,Low,13215,1000,12.11504229,11.81234834,
Nissan,Mustang GT,2006,Asia,new,3.1,1203,492,2152,272,4.6,Petrol,AWD,CVT,9.4,323,307981,166332,Medium,3,4,Low,10218,20000,12.63779662,12.02174708,
Bugatti,M4 Competition,2017,Europe,used,3.3,1299,425,1622,367,4.5,Electric,RWD,CVT,10.9,221,314243,194257,Low,2,2,Medium,6752,100000,12.65792503,12.17694245,GT
BMW,M4 Competition,1997,Europe,new,2.1,427,1104,1335,203,6.8,Petrol,AWD,CVT,13.9,322,53017,78992,High,4,1,High,10182,5000,10.87838676,11.27711452,Supercharged
Aston Martin,GT-R,2024,USA,used,7.8,274,1522,2308,380,2.8,Electric,AWD,Manual,14.8,329,135753,112498,High,3,3,Medium,6071,20000,11.8185997,11.63069961,
Bugatti,488 GTB,2018,Asia,salvage,6.1,145,1361,984,164,6.7,Petrol,AWD,Manual,14.8,116,152068,2632,Low,1,4,Low,14965,100000,11.93208964,7.875879159,
Ford,M4 Competition,1992,Asia,new,1.7,1238,1101,2282,389,4.8,Diesel,FWD,DCT,10.6,384,134918,235549,Low,2,4,Low,7115,100000,11.81242988,12.36967848,
Aston Martin,Mustang GT,2019,USA,used,6.1,1369,448,1685,395,7,Electric,RWD,DCT,5.4,101,228774,165455,High,1,2,Medium,8736,200,12.34049427,12.01646058,
Chevrolet,720S,2009,Asia,used,4.2,1205,462,926,335,4.9,Electric,RWD,Automatic,7.1,366,134345,33799,Medium,2,3,Medium,3966,20000,11.80817384,10.42821608,Turbo
Lamborghini,911 Turbo S,2020,Asia,salvage,7.8,236,843,1759,310,5.3,Electric,FWD,CVT,9.3,115,456085,214184,High,1,4,Medium,6091,5000,13.03043667,12.27459541,
Ford,720S,1992,Europe,new,3.4,348,1306,971,388,5.7,Petrol,RWD,DCT,13.8,436,195193,226201,Low,2,2,Medium,5870,100000,12.18174921,12.32918368,
Bugatti,720S,2013,Asia,used,6.1,1064,277,2018,344,6.1,Electric,RWD,Manual,5.2,120,167859,178180,High,2,3,Medium,8602,1000,12.03088558,12.09055517,V-Spec
Nissan,M4 Competition,2015,Asia,new,5.6,466,1253,1487,340,4.4,Electric,AWD,DCT,10.1,350,390878,194884,High,1,1,High,10940,1000,12.87615333,12.18016492,Track Edition
BMW,Huracan,2009,Asia,new,1.7,1050,1710,2349,383,5.4,Petrol,AWD,Automatic,11.5,376,89612,127725,Medium,1,2,High,3694,5000,11.40325568,11.75764262,RS
Ferrari,488 GTB,2004,USA,new,7.3,500,469,1929,325,5.1,Electric,FWD,Manual,7.9,105,482715,215191,Medium,2,4,Medium,10234,5000,13.08718377,12.27928593,
BMW,M4 Competition,1981,USA,used,2.5,1127,845,2013,215,4,Electric,RWD,Manual,8.2,401,121756,193869,Medium,1,2,High,12816,5000,11.70978253,12.17494311,Nismo
Bugatti,488 GTB,2015,USA,used,5.8,939,484,2145,230,6.1,Petrol,FWD,Manual,8.9,336,93582,180604,Low,1,2,High,2006,5000,11.44660402,12.10406761,Nismo
BMW,Corvette Z06,1997,Asia,new,6.6,383,134,1051,342,3,Petrol,FWD,DCT,7.7,122,486708,130628,High,2,4,Low,10379,200,13.09542169,11.78011652,
Lamborghini,Huracan,1984,Asia,restored,5.6,709,272,2480,185,2.8,Petrol,FWD,CVT,9.4,413,368286,7587,High,4,1,High,2870,200,12.8166178,8.934323331,
Aston Martin,M4 Competition,1998,USA,used,2.2,765,651,2135,384,5.7,Electric,FWD,CVT,6.6,284,320676,11224,Low,3,4,High,6900,1000,12.67818966,9.325898713,RS
Ferrari,Chiron,2021,USA,new,7.8,1183,1086,1482,166,5.2,Diesel,AWD,CVT,7,323,182168,72592,Low,2,4,Low,13396,20000,12.11269011,11.19262378,
Porsche,720S,1997,Asia,salvage,3.1,314,1543,2186,151,3.6,Petrol,FWD,CVT,5.4,138,325949,151295,Low,3,1,Medium,2919,5000,12.69449927,11.92699346,
Bugatti,Corvette Z06,2011,Asia,new,5.6,1442,1195,2305,182,5.2,Electric,RWD,CVT,9.1,130,295006,62917,High,4,4,High,10145,20000,12.59475436,11.04958757,
McLaren,Huracan,2000,Europe,new,6.7,1512,974,2493,242,5.9,Diesel,AWD,Manual,12.1,101,290575,1350,Medium,1,3,Low,1822,20000,12.57962044,7.208600338,
Porsche,M4 Competition,1989,USA,new,7.6,603,588,956,273,3.1,Diesel,AWD,Manual,10.1,441,408133,222637,High,3,3,Medium,13693,20000,12.91935083,12.31330241,Sport
BMW,Mustang GT,2016,Asia,used,5.5,1114,1464,1325,283,4.9,Petrol,FWD,DCT,10.3,264,265411,201294,Low,1,4,High,3138,1000,12.48903861,12.21252677,
Bugatti,GT-R,2001,USA,salvage,3.3,1113,998,1041,320,6.1,Petrol,AWD,Manual,9.5,399,393014,178757,High,2,3,High,3134,20000,12.88160306,12.09378821,
Chevrolet,GT-R,1992,USA,new,7,1286,715,1467,249,4.1,Petrol,AWD,DCT,10.8,226,195254,146719,Medium,2,2,High,7153,20000,12.18206168,11.89628129,
McLaren,488 GTB,1996,USA,new,2.6,631,486,2447,237,4.9,Petrol,AWD,DCT,7.3,418,256089,19515,Low,4,3,Low,1499,20000,12.45328422,9.878989921,
Ferrari,Huracan,1988,Europe,new,1.7,1003,1629,1938,160,2.4,Petrol,AWD,Automatic,7.1,174,61647,33919,High,2,3,Medium,7088,1000,11.02919607,10.43176009,Sport
Nissan,720S,2003,Asia,used,7.4,1230,760,1931,154,6.2,Electric,AWD,Manual,14.4,408,411922,91518,Low,1,2,Medium,6611,100000,12.92859172,11.42430188,Track Edition
Chevrolet,720S,2023,Asia,used,5.3,479,981,2154,179,6,Electric,AWD,DCT,9.5,175,377765,66729,Low,1,3,High,6681,100000,12.84203024,11.10840991,
Porsche,911 Turbo S,1993,USA,salvage,2,189,1013,2109,287,4.3,Petrol,RWD,CVT,13.3,449,389002,16935,Low,4,4,Low,10375,100000,12.87134233,9.737196813,Nismo
Aston Martin,GT-R,1987,Asia,used,5.3,1008,1159,1976,378,2.6,Electric,AWD,CVT,14.2,374,188790,74778,Medium,1,2,Medium,6995,1000,12.14839586,11.22229238,
Lamborghini,Corvette Z06,2016,Europe,used,2.5,594,1554,1036,240,5.3,Petrol,AWD,Automatic,11.1,400,441006,97895,Low,2,2,Medium,3003,20000,12.99681603,11.49166097,
Nissan,Huracan,1998,USA,used,1.8,440,1417,1073,240,4.9,Petrol,FWD,DCT,8,334,153376,239620,High,1,4,Medium,11494,200,11.94065422,12.38681379,
Chevrolet,720S,2007,Europe,new,2.3,1244,708,1759,301,6.6,Diesel,AWD,Manual,11.8,154,120451,39356,Low,4,4,Low,4392,100000,11.69900661,10.58042913,Track Edition
Aston Martin,911 Turbo S,2020,Europe,used,6.6,1060,1449,1118,336,3.4,Petrol,AWD,CVT,9.3,298,235526,130555,Medium,3,4,High,8234,1000,12.36958084,11.77955753,RS
Aston Martin,Huracan,2009,Asia,new,6.4,1094,211,2186,271,2.2,Diesel,FWD,CVT,14.7,128,95099,81534,Medium,2,3,Medium,11780,5000,11.46268425,11.30878765,
Bugatti,DBS,1986,Asia,new,5.5,1451,577,1154,267,3.3,Electric,RWD,Automatic,13.1,403,462057,226236,Low,4,3,Low,7585,20000,13.0434457,12.3293384,Turbo
Chevrolet,720S,2005,Europe,new,2.9,1478,1413,1711,395,4.1,Petrol,RWD,CVT,13.1,427,366656,186319,High,1,3,High,7255,5000,12.81218209,12.1352209,
Ferrari,DBS,2019,Asia,used,6.3,409,1195,1169,344,2.8,Diesel,AWD,DCT,10.9,162,121741,150835,High,1,4,High,7029,1000,11.70965933,11.92394843,RS
BMW,Huracan,1990,Europe,used,4.2,840,1264,1123,210,6.9,Diesel,RWD,Automatic,5.1,248,418487,190182,Low,4,1,Low,9187,20000,12.94440349,12.15574205,
McLaren,720S,1993,Europe,used,4.9,1096,1193,1782,251,3.1,Electric,RWD,CVT,13.3,412,333925,130392,Low,3,3,High,999,100000,12.71867469,11.77830825,Track Edition
McLaren,DBS,2000,USA,new,7.3,1271,1618,1503,175,5.4,Diesel,RWD,Manual,5.3,368,59565,152959,Low,4,1,High,13950,5000,10.99484022,11.93793173,
Porsche,Chiron,1987,Europe,used,4.5,824,1635,2057,258,4.3,Petrol,RWD,DCT,6.2,254,378645,164092,Low,2,2,Low,13377,1000,12.84435701,12.00818862,Supercharged
Porsche,911 Turbo S,1982,Europe,new,5.6,1039,1523,2086,261,4.8,Petrol,AWD,CVT,13.4,295,290431,195393,Low,4,4,High,6085,20000,12.57912475,12.18277331,Turbo
McLaren,Corvette Z06,2007,Asia,used,7.8,696,506,1600,188,6.7,Diesel,AWD,Manual,7.2,443,192370,37851,Low,4,4,Low,14589,100000,12.16718108,10.5414391,
Ferrari,GT-R,2008,USA,new,4.5,400,1750,1819,359,4.7,Petrol,FWD,DCT,13.4,204,46053,39558,Low,3,2,Medium,11018,100000,10.7375699,10.58554851,Sport
Lamborghini,911 Turbo S,2002,Asia,used,5.2,1254,1432,972,152,3.5,Petrol,AWD,CVT,7.4,364,430707,113573,Low,1,3,Low,4939,20000,12.97318565,11.64020989,Track Edition
Ford,DBS,1997,USA,used,5.3,1439,1597,1797,187,3.1,Diesel,AWD,Automatic,12.7,173,44024,90290,High,1,3,Medium,13855,200,10.69251293,11.41079307,
BMW,720S,2014,Asia,used,3.1,1109,490,1846,191,6.5,Electric,RWD,Manual,10.4,174,269980,30078,Low,3,3,Medium,3818,100000,12.50610687,10.31158253,Turbo
Lamborghini,Chiron,1992,Europe,used,6.3,1206,303,1442,197,6.9,Electric,RWD,CVT,11.7,196,448371,194161,Low,2,1,Medium,14684,100000,13.01337852,12.17644814,
Bugatti,Chiron,1991,USA,restored,6.3,970,891,1530,366,3.3,Petrol,AWD,Automatic,13.4,340,461509,41216,Medium,4,2,Low,2987,1000,13.042259,10.62660607,GT
Ford,GT-R,1984,USA,new,3,1133,324,1694,162,5.6,Diesel,AWD,DCT,14.8,238,446634,144849,Medium,4,1,Low,1423,20000,13.00949699,11.883454,
Ford,Chiron,2018,USA,used,1.7,369,1073,2407,238,4.5,Petrol,RWD,DCT,5.9,208,310238,78580,High,1,3,Low,11534,5000,12.64509825,11.27188522,RS
Chevrolet,911 Turbo S,1990,USA,new,8,1367,291,1777,237,5.5,Petrol,AWD,Manual,11.9,127,436415,10928,Low,3,1,Medium,13987,1000,12.9863512,9.299175086,
Ferrari,M4 Competition,1990,Asia,new,5.3,490,944,2178,205,6.8,Diesel,AWD,Manual,14.6,201,299964,239047,High,2,2,High,4539,50,12.61142108,12.38441965,Track Edition
Ferrari,Chiron,2021,Asia,new,2.8,1517,341,1656,382,3.4,Electric,RWD,DCT,8.7,449,269117,203283,Low,1,3,High,1522,5000,12.50290522,12.2223593,
Ford,GT-R,2010,USA,salvage,3.4,863,1311,1517,336,5.7,Petrol,RWD,Automatic,8.3,218,363452,96610,Low,3,1,Low,5171,1000,12.80340527,11.47844789,
Chevrolet,Chiron,2010,USA,new,5.6,981,1387,1097,212,4.2,Electric,FWD,DCT,11.8,171,188074,248361,High,3,2,High,2850,50,12.1445961,12.42264264,
BMW,Chiron,1992,USA,new,2.5,989,1361,2350,229,5.3,Petrol,AWD,CVT,9,126,180176,107663,High,2,3,Medium,5090,20000,12.10169498,11.58677055,
Ford,Mustang GT,1993,Asia,salvage,1.8,830,1199,1392,192,4,Diesel,RWD,CVT,7.1,249,373235,63217,Low,4,3,Medium,11763,1000,12.82996621,11.05434435,
Nissan,911 Turbo S,2024,USA,used,6.7,1480,1718,981,382,5.5,Diesel,RWD,Automatic,6.6,269,457352,241184,High,1,4,High,9508,20000,13.0332108,12.39331955,
Porsche,DBS,2021,USA,new,6.2,965,734,2231,383,3.7,Electric,AWD,CVT,6.9,259,99949,147431,Low,2,3,High,14645,5000,11.51242534,11.90112233,
Porsche,488 GTB,2004,USA,salvage,3.6,952,286,1273,224,4.4,Petrol,AWD,CVT,12,241,440570,89688,Low,4,4,Medium,1056,5000,12.99582689,11.40410341,
Lamborghini,M4 Competition,2012,Asia,new,2,226,1662,2487,206,5.5,Diesel,RWD,Manual,14.2,253,495839,248402,High,2,3,Low,4653,5000,13.11400857,12.42280771,Sport
Bugatti,Chiron,2012,Europe,used,4.7,456,261,2382,298,2.2,Petrol,AWD,CVT,13.1,349,178073,79330,High,4,1,Low,13662,20000,12.08995447,11.28138425,
Porsche,Corvette Z06,1994,Europe,used,3.4,202,244,1400,372,3.6,Petrol,FWD,Automatic,9.5,282,206277,72463,Low,1,1,High,13876,100000,12.23698005,11.19084517,Track Edition
Aston Martin,Chiron,1995,Asia,used,4.1,1123,209,1256,331,4.7,Electric,RWD,DCT,10.3,302,37595,106383,Low,1,3,High,10097,20000,10.53465294,11.57481047,GT
Lamborghini,Mustang GT,2023,Europe,used,3.4,1409,430,2219,356,2.4,Petrol,RWD,Automatic,11.2,170,375011,203439,High,2,3,Low,11740,200,12.8347133,12.2231264,
Porsche,DBS,2017,USA,new,2.7,1323,1514,1479,330,5.5,Petrol,AWD,Manual,10.8,282,357286,110168,High,2,4,High,9315,20000,12.78629466,11.60977083,
Bugatti,Corvette Z06,1985,USA,new,4.1,1123,1071,1199,322,6.1,Electric,RWD,Automatic,14.7,272,161149,3039,Medium,4,1,High,5878,20000,11.99009089,8.019612794,Track Edition
Ferrari,M4 Competition,2023,Asia,used,7.8,462,335,1545,390,2.8,Diesel,AWD,DCT,13.9,129,410729,199990,Medium,4,1,High,4173,5000,12.92569134,12.20602764,
Ferrari,Corvette Z06,2004,Asia,new,3.3,1310,1584,2266,313,5.7,Petrol,FWD,DCT,5.4,421,139686,221931,Medium,1,3,Medium,3813,20000,11.84715948,12.31012631,
BMW,911 Turbo S,1994,Europe,salvage,3.8,587,1329,1019,212,5.2,Petrol,FWD,Automatic,13.4,253,330532,40603,High,3,4,Low,12090,50,12.70846178,10.61162186,
Ford,GT-R,1983,Europe,new,3.7,863,1002,2492,275,4.1,Diesel,FWD,DCT,6.1,188,28131,10952,Low,3,3,High,8957,100000,10.244663,9.30136867,V-Spec
Nissan,GT-R,1983,USA,new,4.7,1005,1296,1085,384,2.8,Electric,RWD,Manual,11.9,320,297294,194257,Low,4,1,High,6909,1000,12.60248019,12.17694245,
Ferrari,M4 Competition,2009,Asia,used,7,987,880,1483,274,6.8,Diesel,FWD,Automatic,7.9,410,486211,35478,Low,4,1,High,11546,100000,13.09440002,10.47669625,
Chevrolet,DBS,2013,Europe,new,4.2,228,215,2081,150,4.3,Petrol,AWD,CVT,12.7,420,423598,18876,Medium,1,1,High,14388,1000,12.95654253,9.845699529,
Porsche,GT-R,2006,Europe,new,6.8,861,829,2151,241,2.9,Petrol,AWD,Automatic,5.1,124,496197,163935,Low,3,1,High,8036,100000,13.11473032,12.00723139,Track Edition
Chevrolet,Huracan,2010,USA,new,2.3,1054,1479,1207,374,5.6,Electric,FWD,CVT,8.8,197,135747,102743,Low,3,3,High,2861,20000,11.8185555,11.53999574,
Bugatti,Mustang GT,2011,USA,salvage,7.3,373,1658,1133,344,5,Electric,FWD,CVT,5.2,141,372370,29386,High,2,1,Medium,7911,1000,12.82764595,10.28830768,
Ferrari,M4 Competition,2023,USA,new,2.8,1347,268,1934,268,6.1,Diesel,AWD,Automatic,14.5,399,192545,65779,Medium,2,3,Medium,7960,5000,12.16809037,11.09407112,
Nissan,M4 Competition,2018,USA,new,1.9,791,1047,1074,356,7,Electric,FWD,DCT,5.2,168,440878,28284,Low,2,1,Medium,4467,100000,12.99652574,10.25008691,RS
Bugatti,488 GTB,1988,Europe,new,2.6,1135,1675,1672,310,2.2,Diesel,FWD,CVT,6.6,363,113779,205337,Low,4,1,Medium,11070,100000,11.64202204,12.23241268,Turbo
Aston Martin,488 GTB,2020,Asia,new,2.8,496,834,1542,181,5.7,Diesel,FWD,CVT,10.4,162,28502,224650,Low,3,2,High,6421,100000,10.25776462,12.32230337,RS
Aston Martin,911 Turbo S,1987,Asia,new,4.9,1308,1002,1810,364,6.9,Petrol,AWD,Automatic,11.5,305,374045,4371,Low,2,4,High,9597,100000,12.83213406,8.382975849,RS
Chevrolet,911 Turbo S,1993,USA,used,4.5,628,1545,1925,335,4.7,Diesel,AWD,CVT,12.3,247,115457,198443,High,4,2,High,3649,50,11.65666211,12.19826222,Track Edition
Ford,488 GTB,2012,USA,salvage,6.2,242,1474,1660,275,5.6,Diesel,FWD,Automatic,7.5,428,430444,134929,Low,3,2,Medium,7151,5000,12.97257484,11.8125114,
Lamborghini,GT-R,2002,Europe,new,1.9,1074,1370,1081,175,4.2,Electric,AWD,CVT,8,354,121563,40035,Low,3,1,Medium,3888,100000,11.70819615,10.59753433,V-Spec
